day,store,sales,date,week_id,price,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_376,CA1,51,376,11202,1.48,Wednesday,5,2,2012,1,0,1
d_377,CA1,48,377,11202,1.48,Thursday,6,2,2012,1,1,1
d_378,CA1,52,378,11202,1.48,Friday,7,2,2012,1,0,0
d_379,CA1,82,379,11203,1.48,Saturday,1,2,2012,0,1,1
d_380,CA1,70,380,11203,1.48,Sunday,2,2,2012,0,1,1
d_381,CA1,49,381,11203,1.48,Monday,3,2,2012,0,1,0
d_382,CA1,41,382,11203,1.48,Tuesday,4,2,2012,0,0,1
d_383,CA1,10,383,11203,1.48,Wednesday,5,2,2012,0,1,1
d_384,CA1,0,384,11203,1.48,Thursday,6,2,2012,0,0,0
d_385,CA1,0,385,11203,1.48,Friday,7,2,2012,0,0,0
d_386,CA1,52,386,11204,1.58,Saturday,1,2,2012,0,0,0
d_387,CA1,75,387,11204,1.58,Sunday,2,2,2012,0,0,0
d_388,CA1,31,388,11204,1.58,Monday,3,2,2012,0,0,0
d_389,CA1,30,389,11204,1.58,Tuesday,4,2,2012,0,0,0
d_390,CA1,49,390,11204,1.58,Wednesday,5,2,2012,0,0,0
d_391,CA1,37,391,11204,1.58,Thursday,6,2,2012,0,0,0
d_392,CA1,44,392,11204,1.58,Friday,7,2,2012,0,0,0
d_393,CA1,37,393,11205,1.58,Saturday,1,2,2012,0,0,0
d_394,CA1,78,394,11205,1.58,Sunday,2,2,2012,0,0,0
d_395,CA1,36,395,11205,1.58,Monday,3,2,2012,0,0,0
d_396,CA1,16,396,11205,1.58,Tuesday,4,2,2012,0,0,0
d_397,CA1,26,397,11205,1.58,Wednesday,5,2,2012,0,0,0
d_398,CA1,17,398,11205,1.58,Thursday,6,3,2012,1,1,0
d_399,CA1,44,399,11205,1.58,Friday,7,3,2012,1,0,1
d_400,CA1,64,400,11206,1.58,Saturday,1,3,2012,1,1,1
d_401,CA1,75,401,11206,1.58,Sunday,2,3,2012,1,0,0
d_402,CA1,59,402,11206,1.58,Monday,3,3,2012,1,1,1
d_403,CA1,39,403,11206,1.58,Tuesday,4,3,2012,1,1,1
d_404,CA1,33,404,11206,1.58,Wednesday,5,3,2012,1,1,0
d_405,CA1,33,405,11206,1.58,Thursday,6,3,2012,1,0,1
d_406,CA1,55,406,11206,1.58,Friday,7,3,2012,1,1,1
d_407,CA1,53,407,11207,1.58,Saturday,1,3,2012,1,0,0
d_408,CA1,65,408,11207,1.58,Sunday,2,3,2012,0,1,1
d_409,CA1,38,409,11207,1.58,Monday,3,3,2012,0,1,1
d_410,CA1,24,410,11207,1.58,Tuesday,4,3,2012,0,1,0
d_411,CA1,40,411,11207,1.58,Wednesday,5,3,2012,0,0,1
d_412,CA1,45,412,11207,1.58,Thursday,6,3,2012,0,1,1
d_413,CA1,49,413,11207,1.58,Friday,7,3,2012,0,0,0
d_414,CA1,49,414,11208,1.58,Saturday,1,3,2012,0,0,0
d_415,CA1,53,415,11208,1.58,Sunday,2,3,2012,0,0,0
d_416,CA1,41,416,11208,1.58,Monday,3,3,2012,0,0,0
d_417,CA1,44,417,11208,1.58,Tuesday,4,3,2012,0,0,0
d_418,CA1,26,418,11208,1.58,Wednesday,5,3,2012,0,0,0
d_419,CA1,27,419,11208,1.58,Thursday,6,3,2012,0,0,0
d_420,CA1,54,420,11208,1.58,Friday,7,3,2012,0,0,0
d_421,CA1,76,421,11209,1.58,Saturday,1,3,2012,0,0,0
d_422,CA1,71,422,11209,1.58,Sunday,2,3,2012,0,0,0
d_423,CA1,40,423,11209,1.58,Monday,3,3,2012,0,0,0
d_424,CA1,34,424,11209,1.58,Tuesday,4,3,2012,0,0,0
d_425,CA1,26,425,11209,1.58,Wednesday,5,3,2012,0,0,0
d_426,CA1,44,426,11209,1.58,Thursday,6,3,2012,0,0,0
d_427,CA1,57,427,11209,1.58,Friday,7,3,2012,0,0,0
d_428,CA1,60,428,11210,1.58,Saturday,1,3,2012,0,0,0
d_429,CA1,63,429,11210,1.58,Sunday,2,4,2012,1,1,0
d_430,CA1,52,430,11210,1.58,Monday,3,4,2012,1,0,1
d_431,CA1,54,431,11210,1.58,Tuesday,4,4,2012,1,1,1
d_432,CA1,56,432,11210,1.58,Wednesday,5,4,2012,1,0,0
d_433,CA1,39,433,11210,1.58,Thursday,6,4,2012,1,1,1
d_434,CA1,77,434,11210,1.58,Friday,7,4,2012,1,1,1
d_435,CA1,111,435,11211,1.58,Saturday,1,4,2012,1,1,0
d_436,CA1,78,436,11211,1.58,Sunday,2,4,2012,1,0,1
d_437,CA1,48,437,11211,1.58,Monday,3,4,2012,1,1,1
d_438,CA1,49,438,11211,1.58,Tuesday,4,4,2012,1,0,0
d_439,CA1,36,439,11211,1.58,Wednesday,5,4,2012,0,1,1
d_440,CA1,35,440,11211,1.58,Thursday,6,4,2012,0,1,1
d_441,CA1,49,441,11211,1.58,Friday,7,4,2012,0,1,0
d_442,CA1,65,442,11212,1.58,Saturday,1,4,2012,0,0,1
d_443,CA1,74,443,11212,1.58,Sunday,2,4,2012,0,1,1
d_444,CA1,39,444,11212,1.58,Monday,3,4,2012,0,0,0
d_445,CA1,48,445,11212,1.58,Tuesday,4,4,2012,0,0,0
d_446,CA1,38,446,11212,1.58,Wednesday,5,4,2012,0,0,0
d_447,CA1,42,447,11212,1.58,Thursday,6,4,2012,0,0,0
d_448,CA1,60,448,11212,1.58,Friday,7,4,2012,0,0,0
d_449,CA1,73,449,11213,1.58,Saturday,1,4,2012,0,0,0
d_450,CA1,54,450,11213,1.58,Sunday,2,4,2012,0,0,0
d_451,CA1,32,451,11213,1.58,Monday,3,4,2012,0,0,0
d_452,CA1,44,452,11213,1.58,Tuesday,4,4,2012,0,0,0
d_453,CA1,30,453,11213,1.58,Wednesday,5,4,2012,0,0,0
d_454,CA1,52,454,11213,1.58,Thursday,6,4,2012,0,0,0
d_455,CA1,33,455,11213,1.58,Friday,7,4,2012,0,0,0
d_456,CA1,57,456,11214,1.58,Saturday,1,4,2012,0,0,0
d_457,CA1,78,457,11214,1.58,Sunday,2,4,2012,0,0,0
d_458,CA1,27,458,11214,1.58,Monday,3,4,2012,0,0,0
d_459,CA1,33,459,11214,1.58,Tuesday,4,5,2012,1,1,0
d_460,CA1,30,460,11214,1.58,Wednesday,5,5,2012,1,0,1
d_461,CA1,48,461,11214,1.58,Thursday,6,5,2012,1,1,1
d_462,CA1,46,462,11214,1.58,Friday,7,5,2012,1,0,0
d_463,CA1,78,463,11215,1.58,Saturday,1,5,2012,1,1,1
d_464,CA1,87,464,11215,1.58,Sunday,2,5,2012,1,1,1
d_465,CA1,54,465,11215,1.58,Monday,3,5,2012,1,1,0
d_466,CA1,44,466,11215,1.58,Tuesday,4,5,2012,1,0,1
d_467,CA1,48,467,11215,1.58,Wednesday,5,5,2012,1,1,1
d_468,CA1,58,468,11215,1.58,Thursday,6,5,2012,1,0,0
d_469,CA1,55,469,11215,1.58,Friday,7,5,2012,0,1,1
d_470,CA1,71,470,11216,1.58,Saturday,1,5,2012,0,1,1
d_471,CA1,58,471,11216,1.58,Sunday,2,5,2012,0,1,0
d_472,CA1,53,472,11216,1.58,Monday,3,5,2012,0,0,1
d_473,CA1,42,473,11216,1.58,Tuesday,4,5,2012,0,1,1
d_474,CA1,55,474,11216,1.58,Wednesday,5,5,2012,0,0,0
d_475,CA1,30,475,11216,1.58,Thursday,6,5,2012,0,0,0
d_476,CA1,56,476,11216,1.58,Friday,7,5,2012,0,0,0
d_477,CA1,80,477,11217,1.58,Saturday,1,5,2012,0,0,0
d_478,CA1,80,478,11217,1.58,Sunday,2,5,2012,0,0,0
d_479,CA1,52,479,11217,1.58,Monday,3,5,2012,0,0,0
d_480,CA1,23,480,11217,1.58,Tuesday,4,5,2012,0,0,0
d_481,CA1,29,481,11217,1.58,Wednesday,5,5,2012,0,0,0
d_482,CA1,47,482,11217,1.58,Thursday,6,5,2012,0,0,0
d_483,CA1,47,483,11217,1.58,Friday,7,5,2012,0,0,0
d_484,CA1,42,484,11218,1.58,Saturday,1,5,2012,0,0,0
d_485,CA1,57,485,11218,1.58,Sunday,2,5,2012,0,0,0
d_486,CA1,68,486,11218,1.58,Monday,3,5,2012,0,0,0
d_487,CA1,37,487,11218,1.58,Tuesday,4,5,2012,0,0,0
d_488,CA1,46,488,11218,1.58,Wednesday,5,5,2012,0,0,0
d_489,CA1,41,489,11218,1.58,Thursday,6,5,2012,0,0,0
d_490,CA1,64,490,11218,1.58,Friday,7,6,2012,1,1,0
d_491,CA1,77,491,11219,1.58,Saturday,1,6,2012,1,0,1
d_492,CA1,95,492,11219,1.58,Sunday,2,6,2012,1,1,1
d_493,CA1,46,493,11219,1.58,Monday,3,6,2012,1,0,0
d_494,CA1,28,494,11219,1.58,Tuesday,4,6,2012,1,1,1
d_495,CA1,33,495,11219,1.58,Wednesday,5,6,2012,1,1,1
d_496,CA1,56,496,11219,1.58,Thursday,6,6,2012,1,1,0
d_497,CA1,57,497,11219,1.58,Friday,7,6,2012,1,0,1
d_498,CA1,63,498,11220,1.58,Saturday,1,6,2012,1,1,1
d_499,CA1,85,499,11220,1.58,Sunday,2,6,2012,1,0,0
d_500,CA1,40,500,11220,1.58,Monday,3,6,2012,0,1,1
d_501,CA1,51,501,11220,1.58,Tuesday,4,6,2012,0,1,1
d_502,CA1,35,502,11220,1.58,Wednesday,5,6,2012,0,1,0
d_503,CA1,43,503,11220,1.58,Thursday,6,6,2012,0,0,1
d_504,CA1,56,504,11220,1.58,Friday,7,6,2012,0,1,1
d_505,CA1,70,505,11221,1.58,Saturday,1,6,2012,0,0,0
d_506,CA1,54,506,11221,1.58,Sunday,2,6,2012,0,0,0
d_507,CA1,33,507,11221,1.58,Monday,3,6,2012,0,0,0
d_508,CA1,38,508,11221,1.58,Tuesday,4,6,2012,0,0,0
d_509,CA1,37,509,11221,1.58,Wednesday,5,6,2012,0,0,0
d_510,CA1,35,510,11221,1.58,Thursday,6,6,2012,0,0,0
d_511,CA1,55,511,11221,1.58,Friday,7,6,2012,0,0,0
d_512,CA1,48,512,11222,1.58,Saturday,1,6,2012,0,0,0
d_513,CA1,64,513,11222,1.58,Sunday,2,6,2012,0,0,0
d_514,CA1,26,514,11222,1.58,Monday,3,6,2012,0,0,0
d_515,CA1,37,515,11222,1.58,Tuesday,4,6,2012,0,0,0
d_516,CA1,33,516,11222,1.58,Wednesday,5,6,2012,0,0,0
d_517,CA1,29,517,11222,1.58,Thursday,6,6,2012,0,0,0
d_518,CA1,36,518,11222,1.58,Friday,7,6,2012,0,0,0
d_519,CA1,57,519,11223,1.58,Saturday,1,6,2012,0,0,0
d_520,CA1,70,520,11223,1.58,Sunday,2,7,2012,1,1,0
d_521,CA1,40,521,11223,1.58,Monday,3,7,2012,1,0,1
d_522,CA1,48,522,11223,1.58,Tuesday,4,7,2012,1,1,1
d_523,CA1,52,523,11223,1.58,Wednesday,5,7,2012,1,0,0
d_524,CA1,51,524,11223,1.58,Thursday,6,7,2012,1,1,1
d_525,CA1,50,525,11223,1.58,Friday,7,7,2012,1,1,1
d_526,CA1,58,526,11224,1.58,Saturday,1,7,2012,1,1,0
d_527,CA1,52,527,11224,1.58,Sunday,2,7,2012,1,0,1
d_528,CA1,55,528,11224,1.58,Monday,3,7,2012,1,1,1
d_529,CA1,37,529,11224,1.58,Tuesday,4,7,2012,1,0,0
d_530,CA1,41,530,11224,1.58,Wednesday,5,7,2012,0,1,1
d_531,CA1,44,531,11224,1.58,Thursday,6,7,2012,0,1,1
d_532,CA1,27,532,11224,1.58,Friday,7,7,2012,0,1,0
d_533,CA1,48,533,11225,1.58,Saturday,1,7,2012,0,0,1
d_534,CA1,64,534,11225,1.58,Sunday,2,7,2012,0,1,1
d_535,CA1,34,535,11225,1.58,Monday,3,7,2012,0,0,0
d_536,CA1,31,536,11225,1.58,Tuesday,4,7,2012,0,0,0
d_537,CA1,40,537,11225,1.58,Wednesday,5,7,2012,0,0,0
d_538,CA1,45,538,11225,1.58,Thursday,6,7,2012,0,0,0
d_539,CA1,39,539,11225,1.58,Friday,7,7,2012,0,0,0
d_540,CA1,69,540,11226,1.58,Saturday,1,7,2012,0,0,0
d_541,CA1,38,541,11226,1.58,Sunday,2,7,2012,0,0,0
d_542,CA1,21,542,11226,1.58,Monday,3,7,2012,0,0,0
d_543,CA1,35,543,11226,1.58,Tuesday,4,7,2012,0,0,0
d_544,CA1,23,544,11226,1.58,Wednesday,5,7,2012,0,0,0
d_545,CA1,27,545,11226,1.58,Thursday,6,7,2012,0,0,0
d_546,CA1,26,546,11226,1.58,Friday,7,7,2012,0,0,0
d_547,CA1,36,547,11227,1.58,Saturday,1,7,2012,0,0,0
d_548,CA1,51,548,11227,1.58,Sunday,2,7,2012,0,0,0
d_549,CA1,42,549,11227,1.58,Monday,3,7,2012,0,0,0
d_550,CA1,26,550,11227,1.58,Tuesday,4,7,2012,0,0,0
d_551,CA1,49,551,11227,1.58,Wednesday,5,8,2012,1,1,0
d_552,CA1,43,552,11227,1.58,Thursday,6,8,2012,1,0,1
d_553,CA1,37,553,11227,1.58,Friday,7,8,2012,1,1,1
d_554,CA1,53,554,11228,1.58,Saturday,1,8,2012,1,0,0
d_555,CA1,114,555,11228,1.58,Sunday,2,8,2012,1,1,1
d_556,CA1,57,556,11228,1.58,Monday,3,8,2012,1,1,1
d_557,CA1,58,557,11228,1.58,Tuesday,4,8,2012,1,1,0
d_558,CA1,52,558,11228,1.58,Wednesday,5,8,2012,1,0,1
d_559,CA1,54,559,11228,1.58,Thursday,6,8,2012,1,1,1
d_560,CA1,75,560,11228,1.58,Friday,7,8,2012,1,0,0
d_561,CA1,75,561,11229,1.58,Saturday,1,8,2012,0,1,1
d_562,CA1,103,562,11229,1.58,Sunday,2,8,2012,0,1,1
d_563,CA1,39,563,11229,1.58,Monday,3,8,2012,0,1,0
d_564,CA1,42,564,11229,1.58,Tuesday,4,8,2012,0,0,1
d_565,CA1,57,565,11229,1.58,Wednesday,5,8,2012,0,1,1
d_566,CA1,43,566,11229,1.58,Thursday,6,8,2012,0,0,0
d_567,CA1,43,567,11229,1.58,Friday,7,8,2012,0,0,0
d_568,CA1,75,568,11230,1.58,Saturday,1,8,2012,0,0,0
d_569,CA1,90,569,11230,1.58,Sunday,2,8,2012,0,0,0
d_570,CA1,39,570,11230,1.58,Monday,3,8,2012,0,0,0
d_571,CA1,49,571,11230,1.58,Tuesday,4,8,2012,0,0,0
d_572,CA1,35,572,11230,1.58,Wednesday,5,8,2012,0,0,0
d_573,CA1,37,573,11230,1.58,Thursday,6,8,2012,0,0,0
d_574,CA1,29,574,11230,1.58,Friday,7,8,2012,0,0,0
d_575,CA1,58,575,11231,1.58,Saturday,1,8,2012,0,0,0
d_576,CA1,81,576,11231,1.58,Sunday,2,8,2012,0,0,0
d_577,CA1,38,577,11231,1.58,Monday,3,8,2012,0,0,0
d_578,CA1,51,578,11231,1.58,Tuesday,4,8,2012,0,0,0
d_579,CA1,45,579,11231,1.58,Wednesday,5,8,2012,0,0,0
d_580,CA1,50,580,11231,1.58,Thursday,6,8,2012,0,0,0
d_581,CA1,43,581,11231,1.58,Friday,7,8,2012,0,0,0
d_582,CA1,67,582,11232,1.58,Saturday,1,9,2012,1,1,0
d_583,CA1,84,583,11232,1.58,Sunday,2,9,2012,1,0,1
d_584,CA1,76,584,11232,1.58,Monday,3,9,2012,1,1,1
d_585,CA1,36,585,11232,1.58,Tuesday,4,9,2012,1,0,0
d_586,CA1,47,586,11232,1.58,Wednesday,5,9,2012,1,1,1
d_587,CA1,35,587,11232,1.58,Thursday,6,9,2012,1,1,1
d_588,CA1,39,588,11232,1.58,Friday,7,9,2012,1,1,0
d_589,CA1,77,589,11233,1.58,Saturday,1,9,2012,1,0,1
d_590,CA1,85,590,11233,1.58,Sunday,2,9,2012,1,1,1
d_591,CA1,39,591,11233,1.58,Monday,3,9,2012,1,0,0
d_592,CA1,47,592,11233,1.58,Tuesday,4,9,2012,0,1,1
d_593,CA1,38,593,11233,1.58,Wednesday,5,9,2012,0,1,1
d_594,CA1,41,594,11233,1.58,Thursday,6,9,2012,0,1,0
d_595,CA1,59,595,11233,1.58,Friday,7,9,2012,0,0,1
d_596,CA1,56,596,11234,1.58,Saturday,1,9,2012,0,1,1
d_597,CA1,58,597,11234,1.58,Sunday,2,9,2012,0,0,0
d_598,CA1,49,598,11234,1.58,Monday,3,9,2012,0,0,0
d_599,CA1,42,599,11234,1.58,Tuesday,4,9,2012,0,0,0
d_600,CA1,44,600,11234,1.58,Wednesday,5,9,2012,0,0,0
d_601,CA1,50,601,11234,1.58,Thursday,6,9,2012,0,0,0
d_602,CA1,33,602,11234,1.58,Friday,7,9,2012,0,0,0
d_603,CA1,62,603,11235,1.58,Saturday,1,9,2012,0,0,0
d_604,CA1,72,604,11235,1.58,Sunday,2,9,2012,0,0,0
d_605,CA1,33,605,11235,1.58,Monday,3,9,2012,0,0,0
d_606,CA1,39,606,11235,1.58,Tuesday,4,9,2012,0,0,0
d_607,CA1,27,607,11235,1.58,Wednesday,5,9,2012,0,0,0
d_608,CA1,28,608,11235,1.58,Thursday,6,9,2012,0,0,0
d_609,CA1,43,609,11235,1.58,Friday,7,9,2012,0,0,0
d_610,CA1,49,610,11236,1.58,Saturday,1,9,2012,0,0,0
d_611,CA1,72,611,11236,1.58,Sunday,2,9,2012,0,0,0
d_612,CA1,53,612,11236,1.58,Monday,3,10,2012,1,1,0
d_613,CA1,62,613,11236,1.58,Tuesday,4,10,2012,1,0,1
d_614,CA1,53,614,11236,1.58,Wednesday,5,10,2012,1,1,1
d_615,CA1,45,615,11236,1.58,Thursday,6,10,2012,1,0,0
d_616,CA1,50,616,11236,1.58,Friday,7,10,2012,1,1,1
d_617,CA1,61,617,11237,1.58,Saturday,1,10,2012,1,1,1
d_618,CA1,86,618,11237,1.58,Sunday,2,10,2012,1,1,0
d_619,CA1,50,619,11237,1.58,Monday,3,10,2012,1,0,1
d_620,CA1,42,620,11237,1.58,Tuesday,4,10,2012,1,1,1
d_621,CA1,36,621,11237,1.58,Wednesday,5,10,2012,1,0,0
d_622,CA1,35,622,11237,1.58,Thursday,6,10,2012,0,1,1
d_623,CA1,40,623,11237,1.58,Friday,7,10,2012,0,1,1
d_624,CA1,68,624,11238,1.58,Saturday,1,10,2012,0,1,0
d_625,CA1,86,625,11238,1.58,Sunday,2,10,2012,0,0,1
d_626,CA1,49,626,11238,1.58,Monday,3,10,2012,0,1,1
d_627,CA1,48,627,11238,1.58,Tuesday,4,10,2012,0,0,0
d_628,CA1,33,628,11238,1.58,Wednesday,5,10,2012,0,0,0
d_629,CA1,56,629,11238,1.58,Thursday,6,10,2012,0,0,0
d_630,CA1,42,630,11238,1.58,Friday,7,10,2012,0,0,0
d_631,CA1,70,631,11239,1.58,Saturday,1,10,2012,0,0,0
d_632,CA1,73,632,11239,1.58,Sunday,2,10,2012,0,0,0
d_633,CA1,46,633,11239,1.58,Monday,3,10,2012,0,0,0
d_634,CA1,36,634,11239,1.58,Tuesday,4,10,2012,0,0,0
d_635,CA1,28,635,11239,1.58,Wednesday,5,10,2012,0,0,0
d_636,CA1,28,636,11239,1.58,Thursday,6,10,2012,0,0,0
d_637,CA1,43,637,11239,1.58,Friday,7,10,2012,0,0,0
d_638,CA1,49,638,11240,1.58,Saturday,1,10,2012,0,0,0
d_639,CA1,64,639,11240,1.58,Sunday,2,10,2012,0,0,0
d_640,CA1,24,640,11240,1.58,Monday,3,10,2012,0,0,0
d_641,CA1,41,641,11240,1.58,Tuesday,4,10,2012,0,0,0
d_642,CA1,34,642,11240,1.58,Wednesday,5,10,2012,0,0,0
d_643,CA1,35,643,11240,1.58,Thursday,6,11,2012,1,1,0
d_644,CA1,43,644,11240,1.58,Friday,7,11,2012,1,0,1
d_645,CA1,64,645,11241,1.58,Saturday,1,11,2012,1,1,1
d_646,CA1,80,646,11241,1.58,Sunday,2,11,2012,1,0,0
d_647,CA1,34,647,11241,1.58,Monday,3,11,2012,1,1,1
d_648,CA1,36,648,11241,1.58,Tuesday,4,11,2012,1,1,1
d_649,CA1,40,649,11241,1.58,Wednesday,5,11,2012,1,1,0
d_650,CA1,32,650,11241,1.58,Thursday,6,11,2012,1,0,1
d_651,CA1,48,651,11241,1.58,Friday,7,11,2012,1,1,1
d_652,CA1,53,652,11242,1.58,Saturday,1,11,2012,1,0,0
d_653,CA1,67,653,11242,1.58,Sunday,2,11,2012,0,1,1
d_654,CA1,36,654,11242,1.58,Monday,3,11,2012,0,1,1
d_655,CA1,49,655,11242,1.58,Tuesday,4,11,2012,0,1,0
d_656,CA1,32,656,11242,1.58,Wednesday,5,11,2012,0,0,1
d_657,CA1,34,657,11242,1.58,Thursday,6,11,2012,0,1,1
d_658,CA1,50,658,11242,1.58,Friday,7,11,2012,0,0,0
d_659,CA1,73,659,11243,1.58,Saturday,1,11,2012,0,0,0
d_660,CA1,67,660,11243,1.58,Sunday,2,11,2012,0,0,0
d_661,CA1,41,661,11243,1.58,Monday,3,11,2012,0,0,0
d_662,CA1,43,662,11243,1.58,Tuesday,4,11,2012,0,0,0
d_663,CA1,42,663,11243,1.58,Wednesday,5,11,2012,0,0,0
d_664,CA1,82,664,11243,1.58,Thursday,6,11,2012,0,0,0
d_665,CA1,56,665,11243,1.58,Friday,7,11,2012,0,0,0
d_666,CA1,47,666,11244,1.58,Saturday,1,11,2012,0,0,0
d_667,CA1,61,667,11244,1.58,Sunday,2,11,2012,0,0,0
d_668,CA1,32,668,11244,1.58,Monday,3,11,2012,0,0,0
d_669,CA1,32,669,11244,1.58,Tuesday,4,11,2012,0,0,0
d_670,CA1,20,670,11244,1.58,Wednesday,5,11,2012,0,0,0
d_671,CA1,32,671,11244,1.58,Thursday,6,11,2012,0,0,0
d_672,CA1,39,672,11244,1.58,Friday,7,11,2012,0,0,0
d_673,CA1,71,673,11245,1.58,Saturday,1,12,2012,1,1,0
d_674,CA1,66,674,11245,1.58,Sunday,2,12,2012,1,0,1
d_675,CA1,40,675,11245,1.58,Monday,3,12,2012,1,1,1
d_676,CA1,52,676,11245,1.58,Tuesday,4,12,2012,1,0,0
d_677,CA1,47,677,11245,1.58,Wednesday,5,12,2012,1,1,1
d_678,CA1,42,678,11245,1.58,Thursday,6,12,2012,1,1,1
d_679,CA1,67,679,11245,1.58,Friday,7,12,2012,1,1,0
d_680,CA1,70,680,11246,1.58,Saturday,1,12,2012,1,0,1
d_681,CA1,82,681,11246,1.58,Sunday,2,12,2012,1,1,1
d_682,CA1,47,682,11246,1.58,Monday,3,12,2012,1,0,0
d_683,CA1,38,683,11246,1.58,Tuesday,4,12,2012,0,1,1
d_684,CA1,50,684,11246,1.58,Wednesday,5,12,2012,0,1,1
d_685,CA1,42,685,11246,1.58,Thursday,6,12,2012,0,1,0
d_686,CA1,52,686,11246,1.58,Friday,7,12,2012,0,0,1
d_687,CA1,68,687,11247,1.58,Saturday,1,12,2012,0,1,1
d_688,CA1,92,688,11247,1.58,Sunday,2,12,2012,0,0,0
d_689,CA1,37,689,11247,1.58,Monday,3,12,2012,0,0,0
d_690,CA1,39,690,11247,1.58,Tuesday,4,12,2012,0,0,0
d_691,CA1,42,691,11247,1.58,Wednesday,5,12,2012,0,0,0
d_692,CA1,43,692,11247,1.58,Thursday,6,12,2012,0,0,0
d_693,CA1,46,693,11247,1.58,Friday,7,12,2012,0,0,0
d_694,CA1,87,694,11248,1.58,Saturday,1,12,2012,0,0,0
d_695,CA1,100,695,11248,1.58,Sunday,2,12,2012,0,0,0
d_696,CA1,64,696,11248,1.58,Monday,3,12,2012,0,0,0
d_697,CA1,0,697,11248,1.58,Tuesday,4,12,2012,0,0,0
d_698,CA1,43,698,11248,1.58,Wednesday,5,12,2012,0,0,0
d_699,CA1,43,699,11248,1.58,Thursday,6,12,2012,0,0,0
d_700,CA1,45,700,11248,1.58,Friday,7,12,2012,0,0,0
d_701,CA1,54,701,11249,1.58,Saturday,1,12,2012,0,0,0
d_702,CA1,39,702,11249,1.58,Sunday,2,12,2012,0,0,0
d_703,CA1,68,703,11249,1.58,Monday,3,12,2012,0,0,0
d_704,CA1,29,704,11249,1.58,Tuesday,4,1,2013,1,1,0
d_705,CA1,45,705,11249,1.58,Wednesday,5,1,2013,1,0,1
d_706,CA1,37,706,11249,1.58,Thursday,6,1,2013,1,1,1
d_707,CA1,43,707,11249,1.58,Friday,7,1,2013,1,0,0
d_708,CA1,57,708,11250,1.58,Saturday,1,1,2013,1,1,1
d_709,CA1,60,709,11250,1.58,Sunday,2,1,2013,1,1,1
d_710,CA1,27,710,11250,1.58,Monday,3,1,2013,1,1,0
d_711,CA1,29,711,11250,1.58,Tuesday,4,1,2013,1,0,1
d_712,CA1,23,712,11250,1.58,Wednesday,5,1,2013,1,1,1
d_713,CA1,28,713,11250,1.58,Thursday,6,1,2013,1,0,0
d_714,CA1,34,714,11250,1.58,Friday,7,1,2013,0,1,1
d_715,CA1,47,715,11251,1.58,Saturday,1,1,2013,0,1,1
d_716,CA1,53,716,11251,1.58,Sunday,2,1,2013,0,1,0
d_717,CA1,21,717,11251,1.58,Monday,3,1,2013,0,0,1
d_718,CA1,23,718,11251,1.58,Tuesday,4,1,2013,0,1,1
d_719,CA1,32,719,11251,1.58,Wednesday,5,1,2013,0,0,0
d_720,CA1,30,720,11251,1.58,Thursday,6,1,2013,0,0,0
d_721,CA1,24,721,11251,1.58,Friday,7,1,2013,0,0,0
d_722,CA1,46,722,11252,1.58,Saturday,1,1,2013,0,0,0
d_723,CA1,35,723,11252,1.58,Sunday,2,1,2013,0,0,0
d_724,CA1,38,724,11252,1.58,Monday,3,1,2013,0,0,0
d_725,CA1,26,725,11252,1.58,Tuesday,4,1,2013,0,0,0
d_726,CA1,23,726,11252,1.58,Wednesday,5,1,2013,0,0,0
d_727,CA1,28,727,11252,1.58,Thursday,6,1,2013,0,0,0
d_728,CA1,39,728,11252,1.58,Friday,7,1,2013,0,0,0
d_729,CA1,38,729,11301,1.58,Saturday,1,1,2013,0,0,0
d_730,CA1,45,730,11301,1.58,Sunday,2,1,2013,0,0,0
d_731,CA1,25,731,11301,1.58,Monday,3,1,2013,0,0,0
d_732,CA1,21,732,11301,1.58,Tuesday,4,1,2013,0,0,0
d_733,CA1,20,733,11301,1.58,Wednesday,5,1,2013,0,0,0
d_734,CA1,24,734,11301,1.58,Thursday,6,1,2013,0,0,0
d_735,CA1,41,735,11301,1.58,Friday,7,2,2013,1,1,0
d_736,CA1,48,736,11302,1.58,Saturday,1,2,2013,1,0,1
d_737,CA1,50,737,11302,1.58,Sunday,2,2,2013,1,1,1
d_738,CA1,28,738,11302,1.58,Monday,3,2,2013,1,0,0
d_739,CA1,33,739,11302,1.58,Tuesday,4,2,2013,1,1,1
d_740,CA1,25,740,11302,1.58,Wednesday,5,2,2013,1,1,1
d_741,CA1,28,741,11302,1.58,Thursday,6,2,2013,1,1,0
d_742,CA1,36,742,11302,1.58,Friday,7,2,2013,1,0,1
d_743,CA1,71,743,11303,1.58,Saturday,1,2,2013,1,1,1
d_744,CA1,64,744,11303,1.58,Sunday,2,2,2013,1,0,0
d_745,CA1,50,745,11303,1.58,Monday,3,2,2013,0,1,1
d_746,CA1,26,746,11303,1.58,Tuesday,4,2,2013,0,1,1
d_747,CA1,41,747,11303,1.58,Wednesday,5,2,2013,0,1,0
d_748,CA1,36,748,11303,1.58,Thursday,6,2,2013,0,0,1
d_749,CA1,48,749,11303,1.58,Friday,7,2,2013,0,1,1
d_750,CA1,37,750,11304,1.58,Saturday,1,2,2013,0,0,0
d_751,CA1,46,751,11304,1.58,Sunday,2,2,2013,0,0,0
d_752,CA1,30,752,11304,1.58,Monday,3,2,2013,0,0,0
